Date,Open,High,Low,Close,Volume
2017-07-26,298.456,299.054,293.539,296.506,15676102.403658
2017-07-27,298.456,303.98,297.083,303.781,17572351.937435
2017-07-28,300.049,302.796,298.456,300.238,22598005.524665
2017-07-31,300.835,309.693,300.835,308.698,21937623.208978
2017-08-01,304.378,312.64,304.378,309.693,21113324.584651
2017-08-02,310.291,313.038,307.136,307.922,18768483.147294
2017-08-03,306.14,307.922,303.393,303.98,23828085.652808
2017-08-04,306.538,310.679,305.155,306.737,17479648.985643
2017-08-07,310.679,316.581,310.291,315.795,21620052.629323
2017-08-08,315.606,323.678,315.208,323.678,23117601.806845
2017-08-09,321.12,328.017,321.12,325.25,26451393.619849
2017-08-10,323.09,325.449,317.965,321.707,28004941.934936
2017-08-11,309.295,314.421,305.553,305.941,58544602.139677
2017-08-14,309.295,319.925,309.295,319.159,31122804.963698
2017-08-15,323.09,325.449,314.033,314.033,24289867.298892
2017-08-16,314.62,319.726,314.62,318.363,23951390.856804
2017-08-17,335.303,335.89,324.464,324.464,45000653.561385
2017-08-18,319.726,324.464,318.761,320.921,24583709.80506
2017-08-21,325.051,325.449,321.12,321.12,15845281.347218
2017-08-22,323.09,324.275,319.159,319.159,14935273.509489
2017-08-24,328.017,328.017,320.323,322.503,23785950.413537
2017-08-25,324.076,324.076,317.775,323.479,20232492.320701
2017-08-28,322.105,324.076,316.581,318.164,22683036.563465
2017-08-29,315.407,317.178,309.893,315.018,22544657.798623
2017-08-30,320.722,322.702,318.164,321.707,17899549.582345
2017-08-31,321.707,325.449,321.707,324.076,17580376.501221
2017-09-01,326.823,327.221,321.319,321.319,23811294.049633
2017-09-04,320.124,321.12,316.581,317.178,15757440.153804
2017-09-05,318.363,321.12,316.382,316.979,14046357.404269
2017-09-06,315.984,320.722,314.421,319.358,17522716.589405
2017-09-07,321.707,321.906,315.606,315.795,16463370.685246
2017-09-08,318.363,319.159,316.581,316.979,11002659.550109
2017-09-11,317.965,325.848,317.377,325.848,24211417.065501
2017-09-12,329.988,330.187,325.449,328.017,15504120.338405
2017-09-13,329.988,329.988,325.648,328.993,15027969.428359
2017-09-14,329.988,334.308,328.804,331.959,19345091.30778
2017-09-15,331.959,335.502,329.192,333.73,24945035.205408
2017-09-18,335.89,340.827,335.89,340.827,18671302.233716
2017-09-19,343.176,344.37,338.249,339.045,22279327.762177
2017-09-20,337.861,342.201,337.861,341.215,13882042.228492
2017-09-21,339.832,343.176,339.235,342.002,15119729.968628
2017-09-22,338.846,342.002,338.06,341.026,14572814.804026
2017-09-25,340.031,340.628,335.303,336.487,22667501.843888
2017-09-26,325.051,334.109,323.678,332.546,35252382.931306
2017-09-27,332.546,336.487,331.959,333.342,13727125.045661
2017-09-28,333.342,335.502,328.017,328.017,17555515.12262
